epoch,critic_loss,decoder_accuracy,decoder_loss,encoder_decoder_total_loss,psnr,realism_loss,rs_bpp,similarity_loss,ssim,val_critic_loss,val_decoder_accuracy,val_decoder_loss,val_encoder_decoder_total_loss,val_psnr,val_realism_loss,val_rs_bpp,val_similarity_loss,val_ssim
0,-1.1367971897125244,0.5481783151626587,0.7160912156105042,10.895275115966797,10.946771621704102,0.0409286692738533,0.5781376957893372,10.138252258300781,0.3699008524417877,-0.8288590908050537,0.5438545346260071,0.6878541707992554,4.251171588897705,14.789725303649902,0.038529664278030396,0.5262559056282043,3.5247879028320312,0.5350796580314636
1,-0.5185521841049194,0.5905757546424866,0.6784326434135437,3.2609939575195312,16.262619018554688,0.037589069455862045,1.086909294128418,2.5449721813201904,0.570426881313324,-0.3931730389595032,0.578818678855896,0.6803136467933655,2.3086600303649902,18.204418182373047,0.03197142481803894,0.9458247423171997,1.5963748693466187,0.682437002658844
2,-0.31968066096305847,0.5916213989257812,0.6776950359344482,2.1143081188201904,18.79775619506836,0.027140440419316292,1.0994598865509033,1.4094727039337158,0.6848784685134888,-0.2507672607898712,0.5827592611312866,0.6788632273674011,1.6726164817810059,20.401473999023438,0.02172936499118805,0.9931111931800842,0.9720239043235779,0.7601048350334167
3,-0.26811468601226807,0.5897558331489563,0.6780468821525574,1.7058067321777344,20.237565994262695,0.01758608967065811,1.077070713043213,1.0101741552352905,0.7527318596839905,-0.23322650790214539,0.5874783992767334,0.6782870292663574,1.5142232179641724,21.16946792602539,0.015008961781859398,1.0497395992279053,0.8209272623062134,0.7930772304534912
4,-0.22388674318790436,0.5905338525772095,0.6775882840156555,1.5210297107696533,21.13886260986328,0.01446143351495266,1.0864086151123047,0.8289795517921448,0.7931120991706848,-0.18230201303958893,0.5877924561500549,0.6775687336921692,1.3136298656463623,22.3334903717041,0.01303646806627512,1.0535094738006592,0.6230248212814331,0.8360022902488708
5,-0.19002479314804077,0.5914413332939148,0.6763806939125061,1.3953770399093628,21.85089874267578,0.01386473048478365,1.0972967147827148,0.7051318883895874,0.8211255073547363,-0.1524759829044342,0.591794490814209,0.6752884387969971,1.2187755107879639,23.13006019592285,0.015862897038459778,1.101534366607666,0.527624249458313,0.84613037109375
6,-0.16822059452533722,0.5932632684707642,0.6743528246879578,1.3318668603897095,22.258337020874023,0.013587833382189274,1.1191562414169312,0.6439266800880432,0.8385870456695557,-0.12558531761169434,0.5899930000305176,0.673352837562561,1.1515979766845703,23.708608627319336,0.015306242741644382,1.0799165964126587,0.46293914318084717,0.8689634203910828
7,-0.1527961790561676,0.5958954095840454,0.6716048717498779,1.2844626903533936,22.586153030395508,0.013950284570455551,1.1507457494735718,0.5989081859588623,0.8504172563552856,-0.13112729787826538,0.5981289744377136,0.6699241399765015,1.1173980236053467,23.974775314331055,0.014647181145846844,1.177546501159668,0.43282660841941833,0.8808946013450623
8,-0.1414128839969635,0.5985791683197021,0.6684390902519226,1.2287347316741943,23.023426055908203,0.014008749276399612,1.1829509735107422,0.5462861657142639,0.8613919615745544,-0.11705375462770462,0.6003342270851135,0.6658700704574585,1.0802923440933228,24.430185317993164,0.014335701242089272,1.2040109634399414,0.4000866413116455,0.8798476457595825
9,-0.1345464140176773,0.6022709608078003,0.664814829826355,1.1894395351409912,23.346412658691406,0.014559107832610607,1.2272526025772095,0.5100662708282471,0.8665618300437927,-0.1145855039358139,0.6049729585647583,0.6631432175636292,1.0457464456558228,24.747480392456055,0.014281735755503178,1.2596755027770996,0.3683214485645294,0.8882935047149658
10,-0.12819916009902954,0.6057941317558289,0.661297082901001,1.1678084135055542,23.539440155029297,0.014419768005609512,1.2695313692092896,0.492091566324234,0.8711143732070923,-0.09186398237943649,0.6091358065605164,0.6598077416419983,1.0611200332641602,24.463966369628906,0.01323076244443655,1.309629201889038,0.3880816400051117,0.8831601142883301
11,-0.12336795777082443,0.6096323132514954,0.6578815579414368,1.1359071731567383,23.770856857299805,0.01375883724540472,1.3155871629714966,0.4642670154571533,0.8743323683738708,-0.08559776097536087,0.6119841933250427,0.6559898853302002,0.9867379069328308,25.468425750732422,0.016011856496334076,1.3438109159469604,0.3147359788417816,0.8970175385475159
12,-0.11963891237974167,0.6130823493003845,0.6546730995178223,1.1250205039978027,23.8494815826416,0.014019375666975975,1.35698664188385,0.45632773637771606,0.8768804669380188,-0.10396037995815277,0.6172288060188293,0.6526243090629578,0.9856832027435303,25.311256408691406,0.013693127781152725,1.4067453145980835,0.31936582922935486,0.897960364818573
13,-0.11827527731657028,0.6163451671600342,0.6515423655509949,1.1129865646362305,23.979408264160156,0.01406527403742075,1.3961411714553833,0.44737938046455383,0.8773357272148132,-0.07582323253154755,0.6191060543060303,0.6493549942970276,0.9964187145233154,25.215049743652344,0.013090543448925018,1.4292720556259155,0.3339731991291046,0.8868416547775269
14,-0.1144154965877533,0.6193886399269104,0.6488871574401855,1.0948463678359985,24.123327255249023,0.01435590535402298,1.4326633214950562,0.4316036105155945,0.8800446391105652,-0.09613942354917526,0.6214067935943604,0.6484106183052063,0.9871390461921692,25.242656707763672,0.014268586412072182,1.456882119178772,0.32445967197418213,0.9015977382659912
15,-0.11011112481355667,0.6219205260276794,0.6461004018783569,1.0791335105895996,24.24993896484375,0.014069508761167526,1.4630438089370728,0.41896334290504456,0.8815541863441467,-0.09871894866228104,0.6257902979850769,0.6440833210945129,0.934237539768219,26.109956741333008,0.01391774695366621,1.5094828605651855,0.27623629570007324,0.902852475643158
16,-0.10683365911245346,0.6240108609199524,0.6437891125679016,1.0731496810913086,24.324871063232422,0.014208999462425709,1.4881304502487183,0.415151447057724,0.8824098706245422,-0.07894670963287354,0.6272531151771545,0.6426159143447876,0.940299928188324,25.851486206054688,0.014150307513773441,1.5270384550094604,0.2835337519645691,0.9056710004806519
