epoch,decoder_accuracy,decoder_loss,discriminator_loss,encoder_decoder_total_loss,psnr,realism_loss,rs_bpp,similarity_loss,ssim,val_decoder_accuracy,val_decoder_loss,val_discriminator_loss,val_encoder_decoder_total_loss,val_psnr,val_realism_loss,val_rs_bpp,val_similarity_loss,val_ssim
0,0.5837703943252563,0.7046999335289001,1.086988925933838,8.154714584350586,12.17945671081543,0.01210053637623787,0.3350820243358612,7.4379096031188965,0.4556107819080353,0.5607937574386597,0.6802643537521362,1.1959855556488037,2.764052152633667,17.087732315063477,0.012980269268155098,0.2431749850511551,2.070807456970215,0.633732795715332
0,0.6480627655982971,0.6587369441986084,1.0747302770614624,2.8239476680755615,17.03812599182129,0.011897305026650429,0.5922512412071228,2.1533124446868896,0.6453641653060913,0.6375038623809814,0.6633442640304565,1.1843786239624023,2.017500638961792,19.0861759185791,0.01483463030308485,0.5500150918960571,1.3393217325210571,0.7270975708961487
1,0.6666986346244812,0.6422509551048279,1.083906888961792,1.9830039739608765,19.09783172607422,0.010537327267229557,0.6667949557304382,1.3302170038223267,0.7294216752052307,0.6714390516281128,0.637589693069458,1.4239386320114136,1.5704501867294312,20.724287033081055,0.01981296017765999,0.6857561469078064,0.9130478501319885,0.7865293025970459
2,0.6911534667015076,0.6120737195014954,0.9914288520812988,1.628441333770752,20.311384201049805,0.010788691230118275,0.7646135687828064,1.0055787563323975,0.7715358138084412,0.7065155506134033,0.597017228603363,1.6508771181106567,1.3463176488876343,21.689401626586914,0.024845806881785393,0.8260622620582581,0.724454402923584,0.810518741607666
3,0.7206308841705322,0.5722383260726929,0.8978054523468018,1.4188343286514282,21.08386993408203,0.011774552054703236,0.8825239539146423,0.8348214030265808,0.793419599533081,0.7359325885772705,0.5581005215644836,1.9410488605499268,1.2461005449295044,22.046201705932617,0.03131459280848503,0.9437305927276611,0.6566855907440186,0.8262429237365723
4,0.751341700553894,0.5289087891578674,0.8282937407493591,1.2880324125289917,21.60419273376465,0.01302152406424284,1.0053682327270508,0.7461013793945312,0.8036500811576843,0.7683347463607788,0.5101486444473267,1.896247148513794,1.1156021356582642,22.677772521972656,0.03288936987519264,1.073338508605957,0.5725639462471008,0.8313329815864563
5,0.7836936712265015,0.48064255714416504,0.7772712707519531,1.1968308687210083,21.8459415435791,0.014280122704803944,1.1347746849060059,0.7019084095954895,0.8060387372970581,0.8027272820472717,0.4529425799846649,2.3040740489959717,1.0083668231964111,23.171823501586914,0.03876277059316635,1.210909128189087,0.5166616439819336,0.8293472528457642
6,0.812313437461853,0.4340136647224426,0.7295530438423157,1.1043106317520142,22.143421173095703,0.015168219804763794,1.2492541074752808,0.6551284193992615,0.8083653450012207,0.8289262652397156,0.4096857011318207,3.0379559993743896,0.9539036750793457,23.31386947631836,0.048256129026412964,1.3157052993774414,0.4959617555141449,0.834784984588623
7,0.8339918255805969,0.39439165592193604,0.7003580331802368,1.0381107330322266,22.3354434967041,0.015943428501486778,1.3359668254852295,0.6277756690979004,0.8102239966392517,0.8466444611549377,0.3731014132499695,3.2654008865356445,0.9033510088920593,23.52599334716797,0.05115606263279915,1.3865774869918823,0.479093462228775,0.8318067193031311
8,0.8478803038597107,0.3657374083995819,0.7024192810058594,0.9678142070770264,22.64752769470215,0.016425667330622673,1.3915218114852905,0.5856513977050781,0.8157560229301453,0.8586604595184326,0.345647394657135,3.67098331451416,0.8575283288955688,23.723466873168945,0.054954420775175095,1.4346420764923096,0.45692646503448486,0.8334481716156006
9,0.8566097021102905,0.3446439504623413,0.707816481590271,0.9417700171470642,22.720874786376953,0.016812074929475784,1.4264401197433472,0.5803143382072449,0.8179274797439575,0.8642157912254333,0.3334631323814392,3.4319658279418945,0.8173602223396301,23.95134735107422,0.05310516804456711,1.4568634033203125,0.430791974067688,0.8411308526992798
10,0.8638174533843994,0.32833969593048096,0.713401198387146,0.9045564532279968,22.87493133544922,0.01669865846633911,1.4552708864212036,0.5595180988311768,0.822211503982544,0.8697282671928406,0.31964248418807983,4.1171979904174805,0.8227180242538452,23.79796600341797,0.05905570462346077,1.4789129495620728,0.4440198540687561,0.8457880616188049
11,0.8692788481712341,0.314553827047348,0.7175676822662354,0.8668779730796814,23.04312515258789,0.016834789887070656,1.4771159887313843,0.5354891419410706,0.8252539038658142,0.8781349062919617,0.29903870820999146,3.692530632019043,0.7745369076728821,24.11572265625,0.05504407733678818,1.5125399827957153,0.420454204082489,0.8454252481460571
12,0.8742245435714722,0.3021443486213684,0.7294706702232361,0.8411725759506226,23.16375732421875,0.016882551833987236,1.4968986511230469,0.5221454501152039,0.8287445902824402,0.8809928297996521,0.2879919111728668,4.9179911613464355,0.8073466420173645,23.78573226928711,0.06428680568933487,1.5239709615707397,0.4550679326057434,0.8327447772026062
13,0.8782365918159485,0.29251614212989807,0.7337998747825623,0.8310852646827698,23.183334350585938,0.016845161095261574,1.5129467248916626,0.5217239856719971,0.8292609453201294,0.883277416229248,0.28335338830947876,4.481464385986328,0.7426260113716125,24.371126174926758,0.06116379797458649,1.533109426498413,0.39810889959335327,0.8520963191986084
14,0.8819729089736938,0.2829650938510895,0.7573803067207336,0.8168021440505981,23.222787857055664,0.01701660454273224,1.5278924703598022,0.5168206095695496,0.8304018378257751,0.888441801071167,0.2734306752681732,4.690917491912842,0.7219486236572266,24.498218536376953,0.06245748698711395,1.553767442703247,0.38606053590774536,0.849128782749176
15,0.8859378695487976,0.27363133430480957,0.7608332633972168,0.8005720376968384,23.29871368408203,0.016654588282108307,1.5437508821487427,0.5102859735488892,0.8326683640480042,0.8915789127349854,0.26621803641319275,4.820849418640137,0.7438222765922546,24.17971420288086,0.06265601515769958,1.5663154125213623,0.4149482846260071,0.8422009348869324
16,0.8894745111465454,0.265389621257782,0.7679812908172607,0.7700614929199219,23.495460510253906,0.016643386334180832,1.5578982830047607,0.48802855610847473,0.8356571793556213,0.8951947093009949,0.2539527416229248,4.144704818725586,0.7121701836585999,24.369810104370117,0.056181516498327255,1.5807788372039795,0.4020359516143799,0.8477669358253479
