epoch,critic_loss,decoder_accuracy,decoder_loss,encoder_decoder_total_loss,psnr,realism_loss,rs_bpp,similarity_loss,ssim,val_critic_loss,val_decoder_accuracy,val_decoder_loss,val_encoder_decoder_total_loss,val_psnr,val_realism_loss,val_rs_bpp,val_similarity_loss,val_ssim
0,-0.7957110404968262,0.6382264494895935,0.6747108697891235,11.37563705444336,11.081852912902832,0.05220101773738861,0.2764524221420288,10.64872932434082,0.4244280755519867,-0.26491066813468933,0.5784938931465149,0.6712098717689514,4.003753185272217,15.257519721984863,0.04411168023943901,0.1569877564907074,3.2884321212768555,0.5889794230461121
1,-0.23080974817276,0.7251272797584534,0.6004047393798828,3.217341661453247,16.331436157226562,0.042060405015945435,0.45025399327278137,2.5748746395111084,0.6293937563896179,-0.372875452041626,0.7069239616394043,0.6069238781929016,2.3443520069122314,18.030475616455078,0.03125941753387451,0.41384783387184143,1.7061686515808105,0.7153058052062988
2,-0.33588355779647827,0.7946314215660095,0.49120044708251953,2.0702621936798096,18.405332565307617,0.02097558043897152,0.5892621874809265,1.5580862760543823,0.7046522498130798,-0.2977709174156189,0.8305230140686035,0.43814942240715027,1.5731717348098755,19.85192108154297,0.01600703038275242,0.6610458493232727,1.1190153360366821,0.7435771822929382
3,-0.3253060281276703,0.8535990715026855,0.3691851794719696,1.5587186813354492,19.586519241333008,0.008738947100937366,0.7071983218193054,1.1807953119277954,0.7334332466125488,-0.2944330871105194,0.8776981234550476,0.3189340829849243,1.1804568767547607,20.972532272338867,0.005034254398196936,0.7553960680961609,0.8564885854721069,0.7681867480278015
4,-0.32227906584739685,0.8827784657478333,0.29799288511276245,1.3002604246139526,20.315773010253906,0.0049042366445064545,0.7655566930770874,0.9973631501197815,0.7520015239715576,-0.30004963278770447,0.8961260318756104,0.2697564959526062,1.0041730403900146,21.667585372924805,0.00414190161973238,0.7922519445419312,0.7302746772766113,0.7899588942527771
5,-0.294955849647522,0.8979290723800659,0.2592620849609375,1.1114840507507324,21.01311492919922,0.004145044833421707,0.7958580851554871,0.8480768799781799,0.772147536277771,-0.2745208442211151,0.9086336493492126,0.23746129870414734,0.8784989714622498,22.242856979370117,0.003778316779062152,0.8172672390937805,0.6372594237327576,0.8018840551376343
6,-0.2800486087799072,0.9084139466285706,0.23300108313560486,1.0045357942581177,21.455307006835938,0.003732457058504224,0.8168285489082336,0.7678020596504211,0.7847214341163635,-0.261371374130249,0.9176124334335327,0.21548229455947876,0.7926568388938904,22.676250457763672,0.0032179937697947025,0.835224986076355,0.5739564299583435,0.8216496109962463
7,-0.28183087706565857,0.9164647459983826,0.21301233768463135,0.9380192756652832,21.733715057373047,0.0034507333766669035,0.8329296708106995,0.721556544303894,0.794437050819397,-0.26121747493743896,0.9238311648368835,0.19971883296966553,0.7344921231269836,23.02450180053711,0.003347195452079177,0.8476624488830566,0.5314260125160217,0.8254165053367615
8,-0.27712196111679077,0.9226031303405762,0.19776704907417297,0.871829628944397,22.068401336669922,0.003304679412394762,0.8452068567276001,0.6707578301429749,0.8037245273590088,-0.25372418761253357,0.9290726184844971,0.18461313843727112,0.7137649655342102,23.05886459350586,0.003182035405188799,0.8581452965736389,0.5259698629379272,0.827009379863739
9,-0.26651355624198914,0.9287248253822327,0.1835450679063797,0.8123130798339844,22.35064125061035,0.0031717801466584206,0.857449471950531,0.6255964636802673,0.8104759454727173,-0.241559237241745,0.9336937665939331,0.1728660762310028,0.6552891731262207,23.52977752685547,0.002398369600996375,0.8673875331878662,0.48002469539642334,0.8360268473625183
10,-0.25553005933761597,0.932654619216919,0.17363864183425903,0.7775110006332397,22.57111167907715,0.003064457792788744,0.865309476852417,0.6008079648017883,0.8167107105255127,-0.24599741399288177,0.9386416077613831,0.15985316038131714,0.663919985294342,23.298463821411133,0.00340864947065711,0.8772832751274109,0.5006581544876099,0.8331979513168335
11,-0.2467905879020691,0.93671053647995,0.1637682020664215,0.7485852241516113,22.695167541503906,0.002982049947604537,0.8734219074249268,0.581835150718689,0.8207619190216064,-0.23318170011043549,0.9419985413551331,0.15183967351913452,0.6074956655502319,23.72248077392578,0.0031747601460665464,0.8839970231056213,0.45248129963874817,0.8471616506576538
12,-0.2383878082036972,0.9402784109115601,0.15485331416130066,0.7200264930725098,22.844011306762695,0.0028459890745580196,0.8805572390556335,0.5623271465301514,0.8257988691329956,-0.2166704535484314,0.9452377557754517,0.14629189670085907,0.5554851293563843,24.227014541625977,0.0023055849596858025,0.8904754519462585,0.40688759088516235,0.8543564081192017
13,-0.2302391678094864,0.9433613419532776,0.14738178253173828,0.692261278629303,23.010387420654297,0.0027697728946805,0.8867225050926208,0.5421099066734314,0.8298974633216858,-0.21666409075260162,0.9473357200622559,0.13910919427871704,0.5703363418579102,23.977243423461914,0.002581498119980097,0.8946713805198669,0.42864570021629333,0.8530453443527222
14,-0.2241411805152893,0.9455419778823853,0.14192704856395721,0.6907339692115784,22.992958068847656,0.0026968398597091436,0.891083836555481,0.5461103916168213,0.8310525417327881,-0.21431343257427216,0.9518745541572571,0.12878964841365814,0.5229206085205078,24.452199935913086,0.0025504028890281916,0.9037489295005798,0.3915804922580719,0.8558412194252014
15,-0.21830278635025024,0.9481918215751648,0.13552623987197876,0.6667962074279785,23.15615463256836,0.002661218633875251,0.8963832855224609,0.528608500957489,0.8337611556053162,-0.20694243907928467,0.9528791308403015,0.12563638389110565,0.515724778175354,24.46877670288086,0.0022392449900507927,0.905758261680603,0.3878491520881653,0.8578611016273499
16,-0.21182610094547272,0.9506726861000061,0.1294001340866089,0.6462377309799194,23.2439022064209,0.002581201493740082,0.9013453125953674,0.5142563581466675,0.8359530568122864,-0.2037416398525238,0.9560151696205139,0.11676518619060516,0.6188397407531738,23.358386993408203,0.0028500971384346485,0.9120303392410278,0.4992245137691498,0.8420693278312683
17,-0.2060357928276062,0.9524397850036621,0.1250399798154831,0.6247262358665466,23.428789138793945,0.0024932140950113535,0.9048793315887451,0.4971930682659149,0.8407225012779236,-0.1942993402481079,0.9578527808189392,0.11278162151575089,0.48952043056488037,24.630613327026367,0.0020334504079073668,0.9157056212425232,0.37470534443855286,0.8591120839118958
18,-0.2018127292394638,0.9541590213775635,0.1205110177397728,0.6192010641098022,23.44369888305664,0.0024401862174272537,0.9083184003829956,0.4962497353553772,0.8419532179832458,-0.19191113114356995,0.959393322467804,0.10931847244501114,0.4755321741104126,24.808975219726562,0.0021637934260070324,0.9187866449356079,0.36404991149902344,0.8636493682861328
19,-0.19555959105491638,0.9558964371681213,0.11629398167133331,0.6054574251174927,23.56255531311035,0.0023856782354414463,0.9117933511734009,0.48677757382392883,0.8441652059555054,-0.1847030520439148,0.9618377685546875,0.1028633713722229,0.49989786744117737,24.417070388793945,0.0023016897030174732,0.9236754775047302,0.39473283290863037,0.8577823638916016
20,-0.1913316696882248,0.9577925801277161,0.11188935488462448,0.5928394198417664,23.598670959472656,0.002307733753696084,0.9155859351158142,0.4786423444747925,0.8465080857276917,-0.18746580183506012,0.9634127020835876,0.09785860776901245,0.5693883299827576,23.667810440063477,0.0019648268353194,0.9268257021903992,0.469564825296402,0.847632646560669
21,-0.18624995648860931,0.9587644934654236,0.10928788781166077,0.5835046172142029,23.661317825317383,0.002254915190860629,0.9175293445587158,0.4719617962837219,0.8470834493637085,-0.190351203083992,0.9647202491760254,0.0945398360490799,0.494317889213562,24.425804138183594,0.0023033840116113424,0.9294406175613403,0.3974747955799103,0.8569344878196716
22,-0.1819409728050232,0.9605547189712524,0.10459017008543015,0.5686473846435547,23.771469116210938,0.00220916117541492,0.9211098551750183,0.4618481397628784,0.850669801235199,-0.1787751019001007,0.9650391340255737,0.09504889696836472,0.42470988631248474,25.27068328857422,0.002205759519711137,0.9300782680511475,0.32745522260665894,0.8731755018234253
23,-0.17841263115406036,0.9617391228675842,0.10174011439085007,0.5616464614868164,23.836118698120117,0.0021605396177619696,0.9234787821769714,0.45774585008621216,0.8518955111503601,-0.17876014113426208,0.9673382639884949,0.0877867341041565,0.4663518965244293,24.66588592529297,0.0020242566242814064,0.9346768260002136,0.3765409588813782,0.8616564869880676
24,-0.17458079755306244,0.9632132649421692,0.0981164202094078,0.5459461808204651,23.947742462158203,0.0021137723233550787,0.9264267683029175,0.44571614265441895,0.8551907539367676,-0.16421093046665192,0.9669840931892395,0.08998341858386993,0.4010449945926666,25.532669067382812,0.0019560339860618114,0.933968186378479,0.3091055750846863,0.8787808418273926
25,-0.17030693590641022,0.9640671014785767,0.09580346941947937,0.5380721092224121,24.01398277282715,0.002062301617115736,0.9281337857246399,0.4402059316635132,0.8567785024642944,-0.15077944099903107,0.9687933921813965,0.0849011242389679,0.4348210394382477,25.00908851623535,0.002337861806154251,0.9375868439674377,0.3475821018218994,0.8651534914970398
26,-0.1669035404920578,0.9652888774871826,0.09275879710912704,0.5240649580955505,24.105976104736328,0.0020039984956383705,0.9305784702301025,0.4293021857738495,0.8588929176330566,-0.15390650928020477,0.9685195684432983,0.08640585839748383,0.395455926656723,25.48316192626953,0.002198045141994953,0.9370391964912415,0.3068520724773407,0.8847991824150085
27,-0.16368907690048218,0.9664604067802429,0.08979671448469162,0.5263815522193909,24.06804847717285,0.001977038336917758,0.9329202175140381,0.4346076250076294,0.8592597246170044,-0.14969128370285034,0.9680764079093933,0.08731294423341751,0.3889849781990051,25.619104385375977,0.001790665090084076,0.9361526966094971,0.29988133907318115,0.8835541605949402
28,-0.1599723845720291,0.967174232006073,0.08778782188892365,0.5094836950302124,24.214576721191406,0.0019387141801416874,0.934347927570343,0.4197571575641632,0.8606752157211304,-0.149235799908638,0.970866858959198,0.08010179549455643,0.36918649077415466,25.86749839782715,0.0019553820602595806,0.9417334198951721,0.28712931275367737,0.8832478523254395
29,-0.1561923325061798,0.9680260419845581,0.08580933511257172,0.5142775177955627,24.167516708374023,0.0019272970966994762,0.9360525608062744,0.42654091119766235,0.8612812757492065,-0.13327240943908691,0.9719857573509216,0.07745415717363358,0.3729710280895233,25.743894577026367,0.002145094098523259,0.9439714550971985,0.2933718264102936,0.8818795680999756
30,-0.15356051921844482,0.9689012765884399,0.08343784511089325,0.5046775341033936,24.2670841217041,0.0018997687147930264,0.9378021955490112,0.4193398952484131,0.8621081709861755,-0.15357089042663574,0.9735301733016968,0.07188674062490463,0.40784892439842224,25.254661560058594,0.0017533726058900356,0.9470601677894592,0.33420878648757935,0.8780388832092285
31,-0.15095354616641998,0.9697917103767395,0.08123317360877991,0.49791020154953003,24.315385818481445,0.0018333690240979195,0.9395826458930969,0.41484367847442627,0.8647240400314331,-0.14462503790855408,0.9743459224700928,0.07028356939554214,0.37939971685409546,25.611190795898438,0.0017108747269958258,0.9486917853355408,0.3074052333831787,0.8787729740142822
