epoch,decoder_accuracy,decoder_loss,discriminator_loss,encoder_decoder_total_loss,psnr,realism_loss,rs_bpp,similarity_loss,ssim,val_decoder_accuracy,val_decoder_loss,val_discriminator_loss,val_encoder_decoder_total_loss,val_psnr,val_realism_loss,val_rs_bpp,val_similarity_loss,val_ssim
0,0.6858310103416443,0.637763261795044,1.1171514987945557,8.652402877807617,12.12230110168457,0.011354944668710232,0.3716617822647095,8.003284454345703,0.46186161041259766,0.5588499903678894,0.6630635261535645,1.337514042854309,2.7818796634674072,16.929773330688477,0.01230511162430048,0.11769999563694,2.106510877609253,0.6603239178657532
1,0.7671283483505249,0.5495777130126953,1.118178129196167,2.645285129547119,17.182165145874023,0.010967097245156765,0.5342574119567871,2.08474063873291,0.663357675075531,0.7544605731964111,0.5632098317146301,1.206050157546997,1.9973095655441284,18.777437210083008,0.014470554888248444,0.5089211463928223,1.4196288585662842,0.7203669548034668
2,0.8156092762947083,0.4487476348876953,1.128653645515442,1.7748589515686035,19.101490020751953,0.009955588728189468,0.6312188506126404,1.316156268119812,0.7267519235610962,0.8362590074539185,0.4217575490474701,1.3701050281524658,1.3968110084533691,20.462116241455078,0.01744137704372406,0.6725179553031921,0.9576122164726257,0.769819974899292
3,0.8548576831817627,0.36137330532073975,1.0554190874099731,1.3869105577468872,20.187658309936523,0.010073665529489517,0.7097145318984985,1.0154633522033691,0.7549689412117004,0.8731405735015869,0.3233928978443146,1.4041486978530884,1.1593043804168701,21.107521057128906,0.019285015761852264,0.7462810277938843,0.8166266679763794,0.7743773460388184
4,0.8795111775398254,0.30397891998291016,0.955364465713501,1.1841238737106323,20.87041473388672,0.010855295695364475,0.7590228915214539,0.8692899942398071,0.7718061804771423,0.8908789157867432,0.2793678939342499,1.5694670677185059,0.9863793253898621,21.905237197875977,0.024337342008948326,0.7817579507827759,0.6826741099357605,0.7942954301834106
5,0.8940654993057251,0.2689328193664551,0.8682069182395935,1.0451807975769043,21.442710876464844,0.011821660213172436,0.7881308794021606,0.764426052570343,0.7874502539634705,0.9041914343833923,0.24807263910770416,1.992762804031372,0.8623265027999878,22.590253829956055,0.03159404918551445,0.8083825707435608,0.5826597809791565,0.8112437725067139
6,0.9043851494789124,0.24315574765205383,0.808991014957428,0.9601820111274719,21.8254337310791,0.01297015231102705,0.8087703585624695,0.7040562629699707,0.7991927266120911,0.9101948738098145,0.23592112958431244,1.9588475227355957,0.8204282522201538,22.78864288330078,0.03263475000858307,0.8203898072242737,0.5518723726272583,0.8324044942855835
7,0.9122709631919861,0.22449594736099243,0.7739861011505127,0.8890350461006165,22.160364151000977,0.013672735542058945,0.8245413899421692,0.6508662700653076,0.8086419105529785,0.9207761287689209,0.20723049342632294,2.458040952682495,0.7519990801811218,23.255834579467773,0.03941858187317848,0.8415524363517761,0.5053499341011047,0.824308454990387
8,0.9190638065338135,0.2081861048936844,0.7356678247451782,0.828188419342041,22.494464874267578,0.01457784790545702,0.8381281495094299,0.6054244041442871,0.8162018656730652,0.9258425831794739,0.19670696556568146,2.764408588409424,0.7001819014549255,23.627962112426758,0.04404931142926216,0.8516851663589478,0.45942550897598267,0.8406924605369568
9,0.9244743585586548,0.1950424760580063,0.7210960388183594,0.7875515222549438,22.701950073242188,0.015346366912126541,0.8489490747451782,0.5771629810333252,0.8227694630622864,0.9312624335289001,0.1814294457435608,2.6669435501098633,0.6959429979324341,23.543960571289062,0.043719835579395294,0.8625245094299316,0.47079363465309143,0.8352696299552917
10,0.9293343424797058,0.18328943848609924,0.7100260257720947,0.7649452090263367,22.817331314086914,0.015654606744647026,0.8586685061454773,0.5660008788108826,0.8276219367980957,0.9366078972816467,0.16683101654052734,2.798281192779541,0.7362281680107117,23.137231826782227,0.0450919009745121,0.8732157945632935,0.5243053436279297,0.8284178376197815
11,0.9336960315704346,0.1724707931280136,0.7147296071052551,0.7264041304588318,23.030323028564453,0.016064122319221497,0.8673919439315796,0.5378689765930176,0.8322001099586487,0.9377287030220032,0.16601496934890747,3.173609972000122,0.6222972869873047,24.194194793701172,0.04850424453616142,0.8754574656486511,0.4077780842781067,0.8509663343429565
12,0.9371479153633118,0.16401763260364532,0.7331289052963257,0.7080758810043335,23.138017654418945,0.016393855214118958,0.8742964863777161,0.5276645421981812,0.8356714844703674,0.9441970586776733,0.14847274124622345,2.7764675617218018,0.6298666596412659,23.95708465576172,0.045591697096824646,0.8883939385414124,0.4358021914958954,0.8435516357421875
13,0.9409530758857727,0.15500105917453766,0.7295302748680115,0.6762177348136902,23.341638565063477,0.01639026403427124,0.8819061517715454,0.5048261880874634,0.8388901352882385,0.9480658769607544,0.13951022922992706,3.6481943130493164,0.6097592115402222,24.153974533081055,0.05376269295811653,0.8961319923400879,0.41648632287979126,0.8506519198417664
14,0.9441258907318115,0.14689688384532928,0.7400690317153931,0.6667499542236328,23.343324661254883,0.01649109274148941,0.8882520198822021,0.5033619403839111,0.8425123691558838,0.949872612953186,0.13506527245044708,3.2615466117858887,0.5996571779251099,24.2158260345459,0.04886302351951599,0.8997451066970825,0.4157288670539856,0.8553583025932312
15,0.946973443031311,0.14014653861522675,0.7620911598205566,0.6478337049484253,23.475831985473633,0.016555536538362503,0.8939467668533325,0.4911316931247711,0.8458305597305298,0.9524874091148376,0.12889385223388672,2.8592450618743896,0.5397390127182007,24.749536514282227,0.04521648958325386,0.9049746990203857,0.3656286299228668,0.8625634908676147
