epoch,critic_loss,decoder_accuracy,decoder_loss,encoder_decoder_total_loss,psnr,realism_loss,rs_bpp,similarity_loss,ssim,val_critic_loss,val_decoder_accuracy,val_decoder_loss,val_encoder_decoder_total_loss,val_psnr,val_realism_loss,val_rs_bpp,val_similarity_loss,val_ssim
0,-0.8803440928459167,0.5835615992546082,0.6978541612625122,9.044134140014648,11.87339973449707,0.05158700421452522,0.6684929132461548,8.29469108581543,0.3954985439777374,-0.4822612702846527,0.561077356338501,0.6826995611190796,3.615478515625,15.696488380432129,0.05074585601687431,0.4886186122894287,2.8820323944091797,0.5681458711624146
1,-0.26408249139785767,0.625584602355957,0.6639036536216736,2.897425889968872,16.951414108276367,0.043055400252342224,1.0046765804290771,2.1904683113098145,0.6102645397186279,-0.31595784425735474,0.6053763031959534,0.6713873147964478,2.042551040649414,19.029573440551758,0.03181559592485428,0.8430102467536926,1.3393478393554688,0.7076680064201355
2,-0.3099500238895416,0.6231927275657654,0.6646102070808411,1.967748999595642,19.226581573486328,0.0224321149289608,0.9855409860610962,1.280707597732544,0.7161274552345276,-0.30747225880622864,0.6199153661727905,0.6658937335014343,1.5852386951446533,20.740507125854492,0.015151035971939564,0.959322988986969,0.9041936993598938,0.7698396444320679
3,-0.2732144296169281,0.6221215128898621,0.6635703444480896,1.634813666343689,20.51024627685547,0.012440508231520653,0.9769718647003174,0.9588026404380798,0.7721889019012451,-0.24158132076263428,0.6224873661994934,0.6623578667640686,1.3580681085586548,21.926687240600586,0.006454536225646734,0.9798987507820129,0.6892556548118591,0.8107541799545288
4,-0.23515267670154572,0.6251707077026367,0.6594007611274719,1.473601222038269,21.250173568725586,0.005496091675013304,1.001365303993225,0.8087041974067688,0.8048656582832336,-0.21324561536312103,0.6267763376235962,0.6570559144020081,1.2494477033615112,22.60808563232422,0.004412345588207245,1.0142104625701904,0.5879793763160706,0.8360597491264343
5,-0.20948070287704468,0.6317995190620422,0.651762068271637,1.3508185148239136,21.940279006958008,0.004531071987003088,1.0543957948684692,0.6945255994796753,0.8268523216247559,-0.18629544973373413,0.6355748176574707,0.6485592722892761,1.1723034381866455,23.145610809326172,0.0039018059615045786,1.084598422050476,0.5198425054550171,0.8540536761283875
6,-0.19306480884552002,0.6401904821395874,0.6416764855384827,1.2670527696609497,22.43340301513672,0.003954075276851654,1.1215221881866455,0.6214220523834229,0.8410807251930237,-0.18691445887088776,0.6438606381416321,0.6371970176696777,1.1314517259597778,23.467588424682617,0.003687398973852396,1.150884985923767,0.4905673861503601,0.8562090396881104
7,-0.18860961496829987,0.648669958114624,0.6311116814613342,1.2315151691436768,22.62137222290039,0.0032014772295951843,1.1893616914749146,0.5972020626068115,0.846336305141449,-0.17042896151542664,0.6561771631240845,0.6243801116943359,1.048519253730774,24.10152816772461,0.0025828415527939796,1.2494168281555176,0.42155638337135315,0.8656767010688782
8,-0.1843453347682953,0.6573789119720459,0.6200042963027954,1.1826577186584473,22.915159225463867,0.0028333503287285566,1.259031057357788,0.5598202347755432,0.8520456552505493,-0.16651561856269836,0.6633012890815735,0.615003764629364,1.031659722328186,24.14715576171875,0.00216742604970932,1.3064101934432983,0.41448864340782166,0.8697079420089722
9,-0.17576617002487183,0.6648747324943542,0.6097561120986938,1.1425594091415405,23.166093826293945,0.0026599860284477472,1.3189985752105713,0.5301430225372314,0.85666823387146,-0.16740703582763672,0.670441746711731,0.6033110022544861,0.9958704113960266,24.4898681640625,0.002443396719172597,1.3635333776474,0.39011597633361816,0.8706181049346924
10,-0.17152191698551178,0.6713232398033142,0.5998626947402954,1.1006064414978027,23.426166534423828,0.0025467821396887302,1.3705859184265137,0.49819713830947876,0.8599182367324829,-0.16092510521411896,0.6773506999015808,0.5929660797119141,1.0004510879516602,24.352476119995117,0.0024526845663785934,1.4188052415847778,0.4050323963165283,0.8707537055015564
11,-0.16469545662403107,0.6765044331550598,0.5909445881843567,1.0755246877670288,23.565380096435547,0.0025010020472109318,1.4120351076126099,0.48207926750183105,0.8618147373199463,-0.14701129496097565,0.6810497045516968,0.5846484303474426,0.9532689452171326,24.771827697753906,0.0024329430889338255,1.4483975172042847,0.3661873936653137,0.871590256690979
12,-0.1593324989080429,0.6806968450546265,0.5826794505119324,1.062070369720459,23.64531898498535,0.002475016051903367,1.4455746412277222,0.47691571712493896,0.861580491065979,-0.14556102454662323,0.6858691573143005,0.5778766870498657,0.9232829809188843,25.0217342376709,0.0020218349527567625,1.4869530200958252,0.34338444471359253,0.8786119818687439
13,-0.15548734366893768,0.6841161847114563,0.575441300868988,1.0357223749160767,23.82339096069336,0.0023800136987119913,1.4729307889938354,0.4579009711742401,0.8639322519302368,-0.13589709997177124,0.6883397102355957,0.5708990097045898,0.9346063137054443,24.68109130859375,0.0022499205078929663,1.5067176818847656,0.3614574372768402,0.8782534003257751
14,-0.14969973266124725,0.6872182488441467,0.5677238702774048,1.0052553415298462,24.040693283081055,0.002325622597709298,1.4977465867996216,0.43520596623420715,0.8649976253509521,-0.1338900774717331,0.6904649138450623,0.5656381249427795,0.9291490912437439,24.676389694213867,0.0018518776632845402,1.5237188339233398,0.3616591989994049,0.8810089230537415
15,-0.1453215479850769,0.689380943775177,0.5618290901184082,1.0054194927215576,23.990026473999023,0.0022991702426224947,1.5150479078292847,0.44129034876823425,0.8642991781234741,-0.13573822379112244,0.6924567222595215,0.5603951215744019,0.8847899436950684,25.233259201049805,0.0020138046238571405,1.5396544933319092,0.32238101959228516,0.8864776492118835
16,-0.1408906877040863,0.6912276744842529,0.5562685132026672,0.9916017055511475,24.067338943481445,0.0022585936821997166,1.5298229455947876,0.4330747127532959,0.8649082779884338,-0.13399763405323029,0.6958041191101074,0.5501410365104675,0.8689281940460205,25.442777633666992,0.0022673136554658413,1.5664325952529907,0.31651994585990906,0.8771515488624573
17,-0.1374720335006714,0.6919705867767334,0.5512358546257019,0.9828521013259888,24.14602279663086,0.0022051120176911354,1.5357637405395508,0.42941153049468994,0.8658279180526733,-0.12379240244626999,0.6953504085540771,0.5480239391326904,0.8743894100189209,25.155935287475586,0.0018934435211122036,1.5628025531768799,0.32447192072868347,0.8856338262557983
18,-0.13472320139408112,0.6926193833351135,0.5449631214141846,0.9600771069526672,24.285799026489258,0.0021734952460974455,1.5409549474716187,0.4129405915737152,0.8670550584793091,-0.126312717795372,0.695125937461853,0.5407780408859253,0.8411706686019897,25.63043975830078,0.0024276520125567913,1.5610077381134033,0.2979649603366852,0.8845601081848145
19,-0.13165250420570374,0.6920673251152039,0.5387354493141174,0.9476628303527832,24.35718536376953,0.0021546604111790657,1.5365362167358398,0.4067727327346802,0.868898868560791,-0.11369422823190689,0.6936338543891907,0.5353060960769653,0.8486762046813965,25.401721954345703,0.002500313799828291,1.5490704774856567,0.3108697831630707,0.8867349028587341
20,-0.12907320261001587,0.6901754140853882,0.5333548188209534,0.9483250975608826,24.347383499145508,0.0021387459710240364,1.52140474319458,0.41283130645751953,0.866212010383606,-0.12697960436344147,0.6926526427268982,0.5269789099693298,0.8290271759033203,25.68260955810547,0.002063958439975977,1.5412214994430542,0.2999842166900635,0.8824606537818909
21,-0.1265910118818283,0.6891410946846008,0.527273952960968,0.9324851036071777,24.409835815429688,0.0021071056835353374,1.5131312608718872,0.4031039774417877,0.8680995106697083,-0.11854325979948044,0.6906777024269104,0.5252954363822937,0.8169030547142029,25.772661209106445,0.0018404853763058782,1.5254212617874146,0.2897671163082123,0.8863475918769836
22,-0.1241438165307045,0.6877928376197815,0.5235089659690857,0.9268622398376465,24.4138240814209,0.002075263299047947,1.5023428201675415,0.4012778103351593,0.8670716285705566,-0.10872754454612732,0.6908489465713501,0.5175899863243103,0.8010787963867188,25.968486785888672,0.002242886694148183,1.5267913341522217,0.28124597668647766,0.8876347541809082
23,-0.12073568999767303,0.6872942447662354,0.5192564129829407,0.914824903011322,24.524642944335938,0.0020616238471120596,1.4983530044555664,0.39350688457489014,0.8691648840904236,-0.11720366775989532,0.6909986734390259,0.5136749148368835,0.8108250498771667,25.74262046813965,0.0017784573137760162,1.5279896259307861,0.2953716516494751,0.8785768151283264
24,-0.11857381463050842,0.6871045827865601,0.5157874822616577,0.9107605814933777,24.547409057617188,0.0020444239489734173,1.4968361854553223,0.39292898774147034,0.8685680627822876,-0.11541186273097992,0.690077543258667,0.5105899572372437,0.798659086227417,25.899385452270508,0.0019877685699611902,1.5206198692321777,0.28608131408691406,0.8796793222427368
25,-0.11544380336999893,0.6870468258857727,0.5131653547286987,0.9057605266571045,24.562572479248047,0.0020157804246991873,1.4963740110397339,0.39057958126068115,0.8680946826934814,-0.11485228687524796,0.6904590129852295,0.5074793696403503,0.8203127384185791,25.400474548339844,0.0020243905019015074,1.5236719846725464,0.31080910563468933,0.8775728344917297
26,-0.11359386146068573,0.6871684789657593,0.5104452967643738,0.8814868330955505,24.845579147338867,0.001968913711607456,1.4973491430282593,0.36907273530960083,0.871915876865387,-0.10920891910791397,0.6887242197990417,0.5083410739898682,0.7782682180404663,26.083911895751953,0.0017457380890846252,1.5097943544387817,0.26818156242370605,0.8885508179664612
27,-0.11034959554672241,0.6876161694526672,0.5078689455986023,0.8884527087211609,24.716447830200195,0.001957389060407877,1.500929594039917,0.37862643599510193,0.8702594041824341,-0.10993211716413498,0.6902309656143188,0.5032156109809875,0.7688279151916504,26.255409240722656,0.0018420555861666799,1.5218473672866821,0.2637702524662018,0.8863863945007324
28,-0.10767477005720139,0.6880872249603271,0.5055049061775208,0.879018247127533,24.778348922729492,0.0019847017247229815,1.5046980381011963,0.3715287744998932,0.8718616962432861,-0.11068377643823624,0.6928495168685913,0.49827414751052856,0.7840183973312378,25.874757766723633,0.0018547907238826156,1.5427964925765991,0.2838895320892334,0.8778550624847412
29,-0.10588815063238144,0.6889404058456421,0.5029640793800354,0.8670474886894226,24.91311264038086,0.0019277988467365503,1.5115231275558472,0.3621559143066406,0.8732040524482727,-0.09278824180364609,0.6931117177009583,0.4968074560165405,0.7606313824653625,26.293180465698242,0.002301136963069439,1.5448944568634033,0.26152274012565613,0.8914600610733032
30,-0.10422404110431671,0.6895278692245483,0.5010603666305542,0.880503237247467,24.743942260742188,0.0019121841760352254,1.5162242650985718,0.3775302469730377,0.8705103993415833,-0.09806326776742935,0.6930310726165771,0.4963071942329407,0.7447242140769958,26.560588836669922,0.0020342934876680374,1.5442490577697754,0.2463826984167099,0.8901956081390381
31,-0.10136637836694717,0.6900424361228943,0.49879005551338196,0.8606383800506592,24.945785522460938,0.0018892291700467467,1.520339846611023,0.35995933413505554,0.8739599585533142,-0.08804628998041153,0.6932905316352844,0.4939809739589691,0.7752593755722046,25.965927124023438,0.00227209459990263,1.5463250875473022,0.27900630235671997,0.8854587078094482
