epoch,decoder_accuracy,decoder_loss,discriminator_loss,encoder_decoder_total_loss,psnr,realism_loss,rs_bpp,similarity_loss,ssim,val_decoder_accuracy,val_decoder_loss,val_discriminator_loss,val_encoder_decoder_total_loss,val_psnr,val_realism_loss,val_rs_bpp,val_similarity_loss,val_ssim
0,0.5546430349349976,0.7144700884819031,1.0078104734420776,9.036567687988281,11.735111236572266,0.013325749896466732,0.4371432363986969,8.3087739944458,0.4091748297214508,0.565592348575592,0.6834597587585449,1.1517764329910278,3.4400641918182373,15.772377014160156,0.016103539615869522,0.5247385501861572,2.7405002117156982,0.5380784869194031
0,0.603860080242157,0.6747281551361084,1.107804536819458,2.8402528762817383,17.01233673095703,0.011831020005047321,0.8308796882629395,2.153693914413452,0.6175761222839355,0.5777714252471924,0.6794724464416504,1.2837811708450317,2.081638813018799,18.87028694152832,0.01459132507443428,0.6221714019775391,1.3875750303268433,0.712004542350769
1,0.6080673933029175,0.6741006970405579,1.1869920492172241,1.9170538187026978,19.395854949951172,0.00968887284398079,0.8645380139350891,1.2332639694213867,0.727537214756012,0.5929916501045227,0.6770389676094055,1.5380775928497314,1.6132605075836182,20.648029327392578,0.017404519021511078,0.7439335584640503,0.9188168048858643,0.7873234748840332
2,0.6100091338157654,0.6742329597473145,1.207768201828003,1.588221549987793,20.756521224975586,0.008848891593515873,0.8800718188285828,0.905140221118927,0.7854461073875427,0.5982987880706787,0.6747155785560608,1.4111504554748535,1.386419653892517,21.85980796813965,0.014231028966605663,0.7863892912864685,0.6974729299545288,0.8170920610427856
3,0.6126210689544678,0.6720409393310547,1.2008849382400513,1.4294112920761108,21.572633743286133,0.008619857020676136,0.9009678363800049,0.7487509846687317,0.8184186816215515,0.6037490367889404,0.6711406111717224,1.5118224620819092,1.2703133821487427,22.675857543945312,0.015850864350795746,0.8299921154975891,0.5833220481872559,0.8403881788253784
4,0.6183969974517822,0.6668698787689209,1.1833579540252686,1.3227349519729614,22.232643127441406,0.008721007965505123,0.9471756219863892,0.6471440196037292,0.8392282724380493,0.6121565699577332,0.6661704778671265,1.7386500835418701,1.1893532276153564,23.2685489654541,0.020187759771943092,0.8972523212432861,0.5029950141906738,0.8677690625190735
5,0.6264212131500244,0.6587371826171875,1.1644092798233032,1.247113823890686,22.74642562866211,0.008962499909102917,1.011368751525879,0.5794142484664917,0.850695013999939,0.630072832107544,0.6548677682876587,1.8652775287628174,1.1067019701004028,24.033449172973633,0.022088170051574707,1.0405831336975098,0.42974603176116943,0.8743351101875305
6,0.636489987373352,0.647327184677124,1.1338412761688232,1.1972581148147583,23.040943145751953,0.009345294907689095,1.0919196605682373,0.5405856966972351,0.8567050099372864,0.6393924951553345,0.6438437700271606,1.9063034057617188,1.0794261693954468,24.146799087524414,0.023425938561558723,1.1151394844055176,0.4121564030647278,0.8817851543426514
7,0.647112250328064,0.6351712942123413,1.1134487390518188,1.1659655570983887,23.234472274780273,0.00970031600445509,1.176898717880249,0.5210942625999451,0.8596378564834595,0.6516860723495483,0.6296022534370422,2.359771728515625,1.055782437324524,24.408462524414062,0.029217584058642387,1.2134896516799927,0.3969627022743225,0.8774673342704773
8,0.6566720008850098,0.624284565448761,1.0864163637161255,1.132987141609192,23.416244506835938,0.010043811984360218,1.2533758878707886,0.498658686876297,0.8617408275604248,0.6594488620758057,0.6215434074401855,2.1509816646575928,1.041125774383545,24.394243240356445,0.027589164674282074,1.275590419769287,0.3919932246208191,0.8816498517990112
