epoch,decoder_accuracy,decoder_loss,discriminator_loss,encoder_decoder_total_loss,psnr,realism_loss,rs_bpp,similarity_loss,ssim,val_decoder_accuracy,val_decoder_loss,val_discriminator_loss,val_encoder_decoder_total_loss,val_psnr,val_realism_loss,val_rs_bpp,val_similarity_loss,val_ssim
0,0.5426793098449707,0.7207528948783875,0.9888273477554321,10.766380310058594,10.93386459350586,0.013415458612143993,0.5121519565582275,10.032212257385254,0.3613121509552002,0.5478634834289551,0.6864709258079529,0.9613394737243652,4.055882930755615,14.833447456359863,0.013690965250134468,0.57436203956604,3.3557207584381104,0.5068619251251221
0,0.5850831866264343,0.6806548237800598,0.956672191619873,3.2690320014953613,16.22856903076172,0.014096375554800034,1.0209993124008179,2.5742812156677246,0.5618749856948853,0.57591712474823,0.6823188662528992,1.063194751739502,2.361553430557251,18.05487823486328,0.014180225320160389,0.9110046625137329,1.665054202079773,0.6621271371841431
0,0.5855208039283752,0.6808803081512451,1.0339759588241577,2.145263195037842,18.678903579711914,0.011809310875833035,1.0262507200241089,1.4525736570358276,0.6774263978004456,0.577141284942627,0.6823153495788574,1.092725396156311,1.7232218980789185,20.180335998535156,0.013579429127275944,0.9256946444511414,1.027327060699463,0.7466402649879456
1,0.58316969871521,0.6821417808532715,1.0277944803237915,1.7388663291931152,20.104679107666016,0.010794878005981445,0.9980340600013733,1.0459288358688354,0.7478228807449341,0.57521653175354,0.6829761266708374,1.3669570684432983,1.4967695474624634,21.284130096435547,0.018589040264487267,0.9025982618331909,0.7952041625976562,0.7952930331230164
2,0.5814409852027893,0.6825713515281677,0.9979978799819946,1.5415784120559692,21.04294204711914,0.010640633292496204,0.9772922992706299,0.8483671545982361,0.7908047437667847,0.5737485289573669,0.6835188269615173,1.3808722496032715,1.3900506496429443,21.88233184814453,0.021110553294420242,0.884982168674469,0.6854212284088135,0.829698383808136
3,0.5799276828765869,0.6826092600822449,0.9936691522598267,1.412398099899292,21.790807723999023,0.010729484260082245,0.959129273891449,0.7190589308738708,0.8201143145561218,0.5772495269775391,0.6824114918708801,1.3313515186309814,1.2568881511688232,22.902524948120117,0.02012244053184986,0.9269937872886658,0.5543543696403503,0.8460779786109924
4,0.5802426338195801,0.6818640828132629,1.006420373916626,1.3331882953643799,22.305742263793945,0.010864424519240856,0.962912917137146,0.6404595971107483,0.8416858911514282,0.5796173214912415,0.6811614036560059,1.486928105354309,1.1850537061691284,23.51300621032715,0.021437468007206917,0.9554089307785034,0.4824550151824951,0.8678829073905945
5,0.5810578465461731,0.6806098222732544,1.0157736539840698,1.2762144804000854,22.71746063232422,0.010859142988920212,0.9726940989494324,0.5847451686859131,0.8553881049156189,0.5812362432479858,0.6798310279846191,1.5227361917495728,1.153507947921753,23.832399368286133,0.023332323879003525,0.9748349189758301,0.45034465193748474,0.8759645819664001
6,0.5828841924667358,0.6783886551856995,1.0251007080078125,1.237058401107788,23.023944854736328,0.011086094193160534,0.9946081042289734,0.5475837588310242,0.8643871545791626,0.5822036266326904,0.677689790725708,1.8101109266281128,1.0958915948867798,24.454187393188477,0.02588048204779625,0.9864433407783508,0.3923213481903076,0.8862144947052002
7,0.5859673619270325,0.6756716370582581,1.0369752645492554,1.2095191478729248,23.231246948242188,0.011098072864115238,1.0316112041473389,0.5227494239807129,0.8701889514923096,0.5834839940071106,0.6748887896537781,2.221303701400757,1.0753753185272217,24.769489288330078,0.029938150197267532,1.0018075704574585,0.37054842710494995,0.8868793249130249
