epoch,critic_loss,decoder_accuracy,decoder_loss,encoder_decoder_total_loss,gradient_penalty,psnr,realism_loss,rs_bpp,similarity_loss,ssim,val_critic_loss,val_decoder_accuracy,val_decoder_loss,val_encoder_decoder_total_loss,val_gradient_penalty,val_psnr,val_realism_loss,val_rs_bpp,val_similarity_loss,val_ssim
0,-113.42228698730469,0.5729930400848389,0.7049391865730286,14.465995788574219,5.416565418243408,12.201390266418457,5.894258975982666,0.5839448571205139,7.866796970367432,0.411216139793396,-70.39389038085938,0.5426709651947021,0.6862667202949524,7.466797351837158,2.5761733055114746,16.30191993713379,4.276003837585449,0.3413679599761963,2.5045273303985596,0.5925628542900085
1,-44.39619064331055,0.6041613221168518,0.6758091449737549,5.75180721282959,1.8855531215667725,17.69101905822754,3.241743564605713,0.833290696144104,1.834255576133728,0.6478526592254639,-29.461872100830078,0.5679419040679932,0.6827318668365479,4.084957122802734,0.734870195388794,19.245180130004883,2.148963212966919,0.5435351729393005,1.2532618045806885,0.7391807436943054
2,-24.717975616455078,0.5936078429222107,0.6796275973320007,3.683413505554199,0.7596532702445984,19.78508758544922,1.8758865594863892,0.748863160610199,1.1278990507125854,0.7453844547271729,-18.16210174560547,0.5774245262145996,0.6819609999656677,2.8144052028656006,0.2998063862323761,21.35617446899414,1.3541765213012695,0.6193965673446655,0.7782677412033081,0.8105643391609192
3,-16.543859481811523,0.5910179615020752,0.6807324290275574,2.813713788986206,0.404951274394989,20.958955764770508,1.2722678184509277,0.7281442284584045,0.8607128262519836,0.7957202792167664,-12.870109558105469,0.5733625888824463,0.6821879744529724,2.2793099880218506,0.17804795503616333,22.43781089782715,0.984256386756897,0.586901068687439,0.6128659248352051,0.8347664475440979
4,-12.111895561218262,0.5893837809562683,0.680712878704071,2.282177209854126,0.23528355360031128,21.756858825683594,0.8789529204368591,0.7150717377662659,0.7225116491317749,0.8280589580535889,-9.999909400939941,0.5845465660095215,0.6806161403656006,1.8825416564941406,0.11262723803520203,23.386978149414062,0.70189368724823,0.676373302936554,0.5000318288803101,0.8624663352966309
5,-9.486380577087402,0.5891920328140259,0.6794572472572327,1.9552644491195679,0.15632770955562592,22.376853942871094,0.6447528004646301,0.7135374546051025,0.631054162979126,0.8497685194015503,-7.998891830444336,0.589762270450592,0.6784659624099731,1.6351737976074219,0.0574505478143692,23.817663192749023,0.5013349056243896,0.7180981636047363,0.4553729295730591,0.8732828497886658
6,-7.733789443969727,0.5911200046539307,0.6765962243080139,1.756788730621338,0.11019866913557053,22.748950958251953,0.4992333948612213,0.7289595603942871,0.5809589624404907,0.8637428283691406,-6.5050787925720215,0.5939889550209045,0.674754798412323,1.4476535320281982,0.048920631408691406,24.356504440307617,0.3686715066432953,0.7519118785858154,0.4042271077632904,0.8887174129486084
7,-6.472232818603516,0.5953651070594788,0.6718628406524658,1.5713293552398682,0.0806693434715271,23.067304611206055,0.3567817807197571,0.762921154499054,0.5426857471466064,0.873310387134552,-6.003093242645264,0.5956570506095886,0.6693146228790283,1.4379546642303467,0.06588876247406006,24.09430694580078,0.33556991815567017,0.7652561664581299,0.43307021260261536,0.8844975829124451
8,-5.686885356903076,0.6025803089141846,0.6658914089202881,1.4364259243011475,0.06591171026229858,23.402063369750977,0.26552656292915344,0.8206433057785034,0.5050087571144104,0.8817930817604065,-4.867950916290283,0.6066747307777405,0.6638506054878235,1.2295700311660767,0.019374508410692215,24.691085815429688,0.19391566514968872,0.8533973693847656,0.37180379033088684,0.9020130038261414
9,-5.1448774337768555,0.6103119850158691,0.6595206260681152,1.3383221626281738,0.057912975549697876,23.624589920043945,0.19400323927402496,0.8824955224990845,0.4847986102104187,0.8859065771102905,-4.657137870788574,0.6148123741149902,0.6569557189941406,1.1871938705444336,0.022545769810676575,25.040082931518555,0.18279074132442474,0.9184995293617249,0.34744730591773987,0.9035797119140625
10,-4.855473518371582,0.6176621913909912,0.6532854437828064,1.283190131187439,0.05665438622236252,23.849443435668945,0.16930826008319855,0.9412956237792969,0.46059727668762207,0.8916832208633423,-4.6225385665893555,0.6220230460166931,0.6494153738021851,1.3029892444610596,0.03059716522693634,25.0970516204834,0.30495646595954895,0.9761843681335449,0.3486173152923584,0.904701828956604
11,-4.639627456665039,0.62578946352005,0.6462865471839905,1.264991044998169,0.051077958196401596,23.910903930664062,0.16399309039115906,1.0063151121139526,0.45471182465553284,0.8931335210800171,-4.728952407836914,0.6317821145057678,0.6415227651596069,1.3775690793991089,0.10337211936712265,24.717538833618164,0.3566763997077942,1.054256558418274,0.3793700039386749,0.8967729210853577
12,-4.69791316986084,0.6359910368919373,0.637393057346344,1.217033863067627,0.0508795864880085,24.008949279785156,0.13164611160755157,1.087929368019104,0.4479946494102478,0.8932637572288513,-4.190119743347168,0.641934335231781,0.6353576183319092,1.174221396446228,0.016663754358887672,25.021644592285156,0.19708004593849182,1.135474443435669,0.34178367257118225,0.9102036356925964
