epoch,decoder_accuracy,decoder_loss,discriminator_loss,encoder_decoder_total_loss,psnr,realism_loss,rs_bpp,similarity_loss,ssim,val_decoder_accuracy,val_decoder_loss,val_discriminator_loss,val_encoder_decoder_total_loss,val_psnr,val_realism_loss,val_rs_bpp,val_similarity_loss,val_ssim
0,0.5533811450004578,0.7142214775085449,1.0371313095092773,8.892792701721191,12.060076713562012,0.012504704296588898,0.5338097214698792,8.166068077087402,0.4273398518562317,0.533071756362915,0.6897808313369751,1.3880575895309448,3.1400716304779053,16.259418487548828,0.01891755871474743,0.330718070268631,2.4313735961914062,0.5711641907691956
0,0.5978499054908752,0.6755292415618896,1.0983343124389648,2.786129951477051,17.092554092407227,0.011601859703660011,0.9785006046295166,2.0989999771118164,0.616436243057251,0.5820325613021851,0.6788467168807983,1.4038258790969849,2.007817029953003,19.103404998779297,0.017069917172193527,0.8203266263008118,1.3119001388549805,0.7038295865058899
1,0.5989906191825867,0.6751798391342163,1.1343142986297607,1.9421796798706055,19.32813262939453,0.010040270164608955,0.9899051785469055,1.2569602727890015,0.715258002281189,0.5922485589981079,0.6765583753585815,1.6052762269973755,1.5658634901046753,20.898130416870117,0.019226599484682083,0.9224856495857239,0.8700783252716064,0.7748258709907532
2,0.5972033143043518,0.6757324934005737,1.143717885017395,1.6449599266052246,20.4801025390625,0.009408223442733288,0.9720302820205688,0.9598191976547241,0.7693653106689453,0.596123218536377,0.6754554510116577,1.6317954063415527,1.3624502420425415,22.07156753540039,0.01902150921523571,0.9612312316894531,0.6679733395576477,0.8134526014328003
3,0.5981357097625732,0.6747743487358093,1.1389269828796387,1.4618215560913086,21.441822052001953,0.009180556051433086,0.9813585877418518,0.7778663039207458,0.8062239289283752,0.5927527546882629,0.674248456954956,2.047940254211426,1.254978895187378,22.857769012451172,0.024585077539086342,0.9275270104408264,0.5561453700065613,0.8414464592933655
4,0.6008502840995789,0.6724610328674316,1.1397124528884888,1.3528555631637573,22.09685516357422,0.009343278594315052,1.0085022449493408,0.6710512042045593,0.8308186531066895,0.5984869003295898,0.6718038320541382,2.2154877185821533,1.2065250873565674,23.203168869018555,0.026736117899417877,0.9848693013191223,0.5079852938652039,0.8603659868240356
5,0.6046568155288696,0.6688622832298279,1.139566421508789,1.286260962486267,22.54031753540039,0.0093767074868083,1.0465679168701172,0.6080223321914673,0.8462488651275635,0.6080998182296753,0.6657866835594177,2.436976671218872,1.1597427129745483,23.71489715576172,0.028455791994929314,1.0809980630874634,0.4655003249645233,0.8634257316589355
6,0.6087139844894409,0.6645099520683289,1.1363734006881714,1.258641004562378,22.724328994750977,0.009536920115351677,1.0871399641036987,0.5845940709114075,0.8540887236595154,0.6116163730621338,0.6612495183944702,2.714893102645874,1.1464787721633911,23.80829620361328,0.03177737444639206,1.1161631345748901,0.4534519910812378,0.8704086542129517
7,0.6136638522148132,0.6594070196151733,1.1305738687515259,1.1919435262680054,23.198474884033203,0.009698393754661083,1.1366372108459473,0.5228382349014282,0.8639927506446838,0.6172415614128113,0.6567510962486267,2.8058249950408936,1.077303409576416,24.491992950439453,0.0328088253736496,1.172415018081665,0.38774344325065613,0.88158118724823
8,0.6185904145240784,0.6540066599845886,1.1283655166625977,1.1750342845916748,23.324125289916992,0.009755698032677174,1.1859015226364136,0.5112726092338562,0.8682790398597717,0.6237276196479797,0.6513233184814453,2.7426159381866455,1.0688269138336182,24.450550079345703,0.032962508499622345,1.2372769117355347,0.38454097509384155,0.8831208944320679
9,0.6241488456726074,0.6483654975891113,1.1168166399002075,1.1445870399475098,23.591554641723633,0.010010761208832264,1.2414871454238892,0.4862111210823059,0.8721933960914612,0.628381609916687,0.645397961139679,3.0875277519226074,1.0219473838806152,25.084341049194336,0.03627897799015045,1.283816933631897,0.340270459651947,0.8878012895584106
