epoch,critic_loss,decoder_accuracy,decoder_loss,encoder_decoder_total_loss,gradient_penalty,psnr,realism_loss,rs_bpp,similarity_loss,ssim,val_critic_loss,val_decoder_accuracy,val_decoder_loss,val_encoder_decoder_total_loss,val_gradient_penalty,val_psnr,val_realism_loss,val_rs_bpp,val_similarity_loss,val_ssim
0,-125.2199478149414,0.7034590244293213,5.939795970916748,21.42159652709961,6.156735420227051,11.511539459228516,5.79237174987793,0.40691807866096497,9.689432144165039,0.40324127674102783,-96.533447265625,0.7935554385185242,5.910698413848877,13.396662712097168,3.1543850898742676,15.192577362060547,4.242422103881836,0.5871108770370483,3.2435433864593506,0.5434486865997314
1,-82.6668472290039,0.8962399363517761,2.9359991550445557,9.616165161132812,4.215599060058594,15.976496696472168,4.01236629486084,0.792479932308197,2.6678011417388916,0.5341132283210754,-78.61376953125,0.9403417706489563,2.6757583618164062,7.863015174865723,2.7879552841186523,17.291969299316406,3.242879629135132,0.8806838989257812,1.9443767070770264,0.587260365486145
2,-64.94277954101562,0.9532726407051086,1.4443169832229614,6.216936111450195,3.0301783084869385,17.540626525878906,2.9411816596984863,0.9065464735031128,1.8314388990402222,0.5860896110534668,-57.84317398071289,0.9647979736328125,1.2970119714736938,5.056200981140137,2.066533327102661,18.79741668701172,2.381840467453003,0.929595947265625,1.3773481845855713,0.6479543447494507
3,-51.0420036315918,0.9672834277153015,1.0051826238632202,4.514598846435547,2.144559383392334,18.661930084228516,2.0954387187957764,0.9345672130584717,1.4139769077301025,0.6308467984199524,-48.200889587402344,0.9747889637947083,0.8402496576309204,3.639554738998413,1.638669490814209,19.69866371154785,1.6833285093307495,0.9495776891708374,1.1159758567810059,0.6772496700286865
4,-42.38801193237305,0.9748587012290955,0.7687487602233887,3.46308970451355,1.6430233716964722,19.4219970703125,1.503843069076538,0.9497174620628357,1.190499186515808,0.66213059425354,-38.63829040527344,0.9806804060935974,0.641010046005249,2.717254877090454,0.799888014793396,20.451091766357422,1.135062336921692,0.9613605737686157,0.9411828517913818,0.7055739760398865
5,-36.20413589477539,0.9793863892555237,0.6320677399635315,2.8539159297943115,1.304439902305603,20.015640258789062,1.1793606281280518,0.9587724208831787,1.0424877405166626,0.6860272288322449,-34.76448440551758,0.9840561747550964,0.5155499577522278,2.5331294536590576,0.9583529829978943,20.65164566040039,1.1193724870681763,0.968112587928772,0.8982067704200745,0.7145033478736877
6,-32.3764533996582,0.9820852875709534,0.5477502346038818,2.5547916889190674,1.0998860597610474,20.35732078552246,1.0401318073272705,0.9641709327697754,0.9669103026390076,0.7023375034332275,-30.421873092651367,0.9860736131668091,0.4478858709335327,2.1920018196105957,0.7214339375495911,21.274639129638672,0.960070788860321,0.9721472859382629,0.7840451002120972,0.7368035912513733
7,-29.01477813720703,0.9841374754905701,0.4851939380168915,2.302548408508301,0.9350944757461548,20.716981887817383,0.925067663192749,0.9682753086090088,0.8922873139381409,0.7179344892501831,-28.466455459594727,0.9882365465164185,0.37643229961395264,1.937050223350525,0.4544118046760559,21.54560089111328,0.8242944478988647,0.9764733910560608,0.7363234162330627,0.7460898756980896
8,-26.884052276611328,0.9862024784088135,0.4244072437286377,1.954268455505371,0.8547110557556152,20.95270347595215,0.6797984838485718,0.9724054932594299,0.8500627279281616,0.7281445264816284,-23.571908950805664,0.9886229038238525,0.3643527328968048,1.4404938220977783,0.15874835848808289,21.780427932739258,0.37568482756614685,0.977245569229126,0.7004562616348267,0.7574831247329712
9,-25.35015106201172,0.9873242974281311,0.3922208845615387,1.3190248012542725,0.7992190718650818,21.192970275878906,0.12065695971250534,0.9746484160423279,0.8061474561691284,0.7394776344299316,-22.996252059936523,0.989276647567749,0.34915322065353394,1.0218321084976196,0.32572323083877563,21.987916946411133,0.007097260560840368,0.9785535335540771,0.6655815243721008,0.7716002464294434
10,-23.518693923950195,0.9883379936218262,0.3602116107940674,0.70172518491745,0.7362207770347595,21.352500915527344,-0.43569910526275635,0.9766753911972046,0.7772126793861389,0.7483449578285217,-22.145376205444336,0.9908275008201599,0.2953398823738098,0.6103206276893616,0.283204048871994,22.209205627441406,-0.32389724254608154,0.981654942035675,0.6388781070709229,0.7761965394020081
11,-22.52777862548828,0.9893744587898254,0.33042481541633606,0.19970260560512543,0.6514315009117126,21.54690170288086,-0.8779602646827698,0.97874915599823,0.7472379207611084,0.7567721009254456,-21.894018173217773,0.9917632341384888,0.2640078663825989,0.1328302025794983,0.18432748317718506,22.183351516723633,-0.7777947783470154,0.9835267066955566,0.6466172933578491,0.775296688079834
12,-21.475364685058594,0.9901904463768005,0.307064414024353,-0.3491843044757843,0.6053996682167053,21.698898315429688,-1.3775551319122314,0.9803804159164429,0.7213062047958374,0.7632829546928406,-18.45901107788086,0.9915662407875061,0.27298250794410706,-0.31791260838508606,0.17193305492401123,22.455591201782227,-1.1949334144592285,0.9831322431564331,0.6040383577346802,0.7901685237884521
13,-20.730552673339844,0.9908835887908936,0.28725117444992065,-0.744408369064331,0.589658260345459,21.826553344726562,-1.7340569496154785,0.9817671179771423,0.7023971676826477,0.7698625326156616,-20.54570960998535,0.9927615523338318,0.23517435789108276,-0.3308941125869751,0.31048575043678284,22.676986694335938,-1.1461814641952515,0.9855232834815979,0.5801130533218384,0.7938238382339478
14,-19.64052391052246,0.9913491606712341,0.27465906739234924,-0.9981691241264343,0.5593692660331726,21.987966537475586,-1.9512839317321777,0.9826978445053101,0.6784550547599792,0.7774366736412048,-21.14218521118164,0.9935914874076843,0.2066865861415863,-0.6991835832595825,0.23378971219062805,22.400341033935547,-1.5250592231750488,0.9871827960014343,0.6191890239715576,0.7877973318099976
15,-19.634685516357422,0.9918676614761353,0.2582956552505493,-1.356194257736206,0.5296506881713867,22.057218551635742,-2.2838523387908936,0.9837355017662048,0.6693633198738098,0.7810443043708801,-18.119312286376953,0.9933373332023621,0.21844665706157684,-1.0671273469924927,0.27580586075782776,22.96587371826172,-1.8287816047668457,0.9866744875907898,0.543207585811615,0.8048087954521179
16,-19.122312545776367,0.9921143054962158,0.2506183683872223,-1.6649658679962158,0.5311453342437744,22.146650314331055,-2.5735888481140137,0.9842292070388794,0.6580051183700562,0.7845410108566284,-16.06940460205078,0.9935986399650574,0.21343038976192474,-1.4453320503234863,0.1837368607521057,22.843181610107422,-2.2097318172454834,0.9871973395347595,0.5509696006774902,0.810651421546936
17,-18.493078231811523,0.9926580190658569,0.2355586290359497,-1.930195927619934,0.5386579632759094,22.246192932128906,-2.8094146251678467,0.9853148460388184,0.6436578631401062,0.7906166315078735,-18.304410934448242,0.9943678379058838,0.1872331202030182,-1.4391921758651733,0.33809807896614075,23.171737670898438,-2.1490206718444824,0.9887356758117676,0.5225949287414551,0.8137298822402954
18,-18.198869705200195,0.9929226636886597,0.22629553079605103,-2.047964096069336,0.49586713314056396,22.336753845214844,-2.9052786827087402,0.9858455061912537,0.6310197114944458,0.7949245572090149,-19.089088439941406,0.9944182634353638,0.18443259596824646,-1.5501857995986938,0.2194886952638626,23.092145919799805,-2.263662099838257,0.9888365268707275,0.529043436050415,0.8094932436943054
19,-18.000734329223633,0.993068516254425,0.22168852388858795,-2.150224447250366,0.5004616379737854,22.42235565185547,-2.9954144954681396,0.986136794090271,0.6235001087188721,0.7985494136810303,-17.94086456298828,0.9949219226837158,0.16759447753429413,-1.8186007738113403,0.22911952435970306,23.33469009399414,-2.487701654434204,0.9898439049720764,0.5015066266059875,0.8187615871429443
20,-18.191234588623047,0.9934382438659668,0.21009977161884308,-2.3321361541748047,0.4872150719165802,22.459646224975586,-3.1577858924865723,0.9868752360343933,0.6155490279197693,0.8008848428726196,-18.405153274536133,0.9954926371574402,0.15050874650478363,-1.900390625,0.17802001535892487,23.263635635375977,-2.5668575763702393,0.990985095500946,0.5159586071968079,0.817483127117157
21,-17.93238067626953,0.9935699701309204,0.20600420236587524,-2.401601791381836,0.4976480007171631,22.506139755249023,-3.2148284912109375,0.9871397614479065,0.6072222590446472,0.802675724029541,-15.530983924865723,0.9952294826507568,0.16155371069908142,-1.8373005390167236,0.25830763578414917,23.210756301879883,-2.509429693222046,0.9904590845108032,0.5105752348899841,0.826246440410614
22,-17.497034072875977,0.9938668012619019,0.19656257331371307,-2.4783546924591064,0.4883306920528412,22.60207748413086,-3.2726781368255615,0.9877336025238037,0.5977618098258972,0.8057830929756165,-17.825183868408203,0.9956151843070984,0.14729353785514832,-1.9687457084655762,0.21866163611412048,23.539705276489258,-2.599229335784912,0.9912304878234863,0.4831904172897339,0.8238095045089722
23,-17.307512283325195,0.9939980506896973,0.1928287297487259,-2.4863340854644775,0.466917484998703,22.740367889404297,-3.260776996612549,0.9879966974258423,0.5816139578819275,0.8122183084487915,-15.606976509094238,0.9956762194633484,0.14486750960350037,-2.2274422645568848,0.17169664800167084,23.508689880371094,-2.8525168895721436,0.991352379322052,0.48020708560943604,0.8318744897842407
24,-17.520586013793945,0.9942591190338135,0.18665018677711487,-2.5009820461273193,0.46783447265625,22.7033748626709,-3.274052619934082,0.9885180592536926,0.5864198207855225,0.8104971051216125,-17.323205947875977,0.9956806898117065,0.14569325745105743,-2.0358667373657227,0.1541186273097992,23.818653106689453,-2.638242721557617,0.991361141204834,0.45668262243270874,0.8354098796844482
25,-17.00103187561035,0.9942864179611206,0.18417897820472717,-2.4089086055755615,0.4114987552165985,22.829334259033203,-3.1622748374938965,0.9885720014572144,0.5691875219345093,0.8161212801933289,-16.100370407104492,0.9960413575172424,0.13678719103336334,-2.0506372451782227,0.13581722974777222,23.785877227783203,-2.641342878341675,0.9920825958251953,0.45391789078712463,0.8359619975090027
26,-16.879030227661133,0.9946134686470032,0.17367085814476013,-2.4025754928588867,0.43240347504615784,22.79928970336914,-3.152055025100708,0.9892278909683228,0.5758097767829895,0.8154336810112,-17.9327449798584,0.9963613748550415,0.12304950505495071,-2.114065647125244,0.1943768858909607,23.830183029174805,-2.6935107707977295,0.9927229881286621,0.45639559626579285,0.8341472744941711
27,-16.71147918701172,0.9946208000183105,0.17485156655311584,-2.375056266784668,0.4223596453666687,22.744836807250977,-3.129784345626831,0.9892415404319763,0.5798766016960144,0.8166502118110657,-19.41077423095703,0.9967897534370422,0.1079038456082344,-2.051976442337036,0.12324468791484833,23.0257625579834,-2.7028427124023438,0.9935795664787292,0.5429623126983643,0.8230451941490173
28,-16.586448669433594,0.9946828484535217,0.17507384717464447,-2.3834939002990723,0.4600049555301666,22.804443359375,-3.1323931217193604,0.9893660545349121,0.5738276243209839,0.8166549205780029,-14.669788360595703,0.9959062933921814,0.14049270749092102,-1.7470533847808838,0.15025609731674194,23.990232467651367,-2.3226888179779053,0.9918125867843628,0.4351424276828766,0.8456785678863525
29,-16.285247802734375,0.9947981238365173,0.16818995773792267,-2.2429983615875244,0.397617369890213,23.03866958618164,-2.9580466747283936,0.9895951747894287,0.5468598008155823,0.8231080770492554,-13.972431182861328,0.9962368011474609,0.12857957184314728,-1.8743078708648682,0.1023828387260437,23.900819778442383,-2.443091630935669,0.9924734234809875,0.4402046203613281,0.8424007892608643
30,-16.15703773498535,0.9949858784675598,0.16309453547000885,-2.2726633548736572,0.4162285327911377,22.960960388183594,-2.988736152648926,0.9899718761444092,0.5529786348342896,0.8222509622573853,-16.38794708251953,0.9966281056404114,0.11443682014942169,-1.9037060737609863,0.11450778692960739,24.005212783813477,-2.457490921020508,0.9932563900947571,0.4393483102321625,0.8399051427841187
